,name,rate,delivery,menu,out_of_zone_available,time_available,address_by_str,address_by_geo
1,فست فود تنورک,4.0,"35 تا 75 دقیقه
میانگین زمان ارسال","[{'name': 'پیتزا سیر و استیک', 'price': 'قیمت از 200,000 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'پیتزا گوشت', 'price': 'قیمت از 185,000 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'پیتزا میکس', 'price': 'قیمت از 177,500 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'پیتزا پپرونی', 'price': 'قیمت از 81,750 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'پیتزا سبزیجات', 'price': 'قیمت از 122,750 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'پیتزا مرغ', 'price': 'قیمت از 176,250 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'پیتزا تنورک', 'price': 'قیمت از 192,500 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'پیتزا سوجوک', 'price': 'قیمت از 81,750 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'پیتزا رست بیف', 'price': 'قیمت از 190,000 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'مک چیز', 'price': '49,000 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'ساندویچ ژامبون', 'price': 'قیمت از 26,250 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'ساندویچ سوجوک', 'price': '88,000 تومان', 'primarythings': 'سوجوک150گرم، سیب زمینی، پنیر، نان تست شده', 'discount': '0'}, {'name': 'ساندویچ بمب', 'price': '200,000 تومان', 'primarythings': 'فیله مرغ300گرم، برگر125گرم، پنیر، نان پنیری', 'discount': '25'}, {'name': 'ساندویچ دینامیت', 'price': '260,000 تومان', 'primarythings': 'فیله مرغ100گرم، هات داگ، برگر125گرم، پنیر، نان پنیری', 'discount': '25'}, {'name': 'ساندویچ رست بیف', 'price': '200,000 تومان', 'primarythings': 'نان چاپاتا، 150گرم گوشت راسته، پنیر، قارچ', 'discount': '25'}, {'name': 'کمبوچیز برگر', 'price': '165,000 تومان', 'primarythings': 'چیزبرگر120گرم - سیب زمینی و نوشابه', 'discount': '25'}, {'name': 'دابل چیز برگر', 'price': '139,000 تومان', 'primarythings': 'دو عدد برگر 125گرم، پنیر ورقه گودا و چدار، گوجه، کاهو', 'discount': '25'}, {'name': 'رویال برگر', 'price': '139,000 تومان', 'primarythings': 'برگر 125 گرم پنیر ورقه گودا و چدار، ، گوجه، کاهو', 'discount': '25'}, {'name': 'چیز برگر', 'price': '105,000 تومان', 'primarythings': 'برگر125گرم، پنیر ورقه ای، کاهو، گوجه', 'discount': '25'}, {'name': 'ماشروم برگر', 'price': '135,000 تومان', 'primarythings': 'برگر125گرم، پنیر ورقه گودا و چدار،قارچ، کاهو، گوجه، خیارشور', 'discount': '25'}, {'name': 'چیکن برگر', 'price': '95,000 تومان', 'primarythings': 'فیله مرغ سوخاری125گرم، پنیر ورقه گودا و چدار، سالاد کلم، گوجه، کاهو', 'discount': '25'}, {'name': 'چات برگر', 'price': '159,000 تومان', 'primarythings': 'برگر 200 گرم - پنیر ورقه ای گودا - کاهو - گوجه - سس مخصوص - سیب زمینی فراوان', 'discount': '25'}, {'name': 'مینی برگر', 'price': '50,000 تومان', 'primarythings': 'برگر80گرمی90% .نان بروتچن. پنیر چدار.گوجه.کاهو.خیارشور', 'discount': '25'}, {'name': 'اسموکی برگر', 'price': '49,000 تومان', 'primarythings': 'دو عدد برگر125گرم، پنیر ورقه گودا و چدار، خیارشور، گوجه، کاهو', 'discount': '25'}, {'name': 'کمبو همبرگر', 'price': '55,000 تومان', 'primarythings': 'همبرگر 120گرمی سیب زمینی ونوشابه', 'discount': '25'}, {'name': 'مانستر برگر', 'price': '254,000 تومان', 'primarythings': 'ده عدد برگر125گرم، پنیر ورقه، کاهو، خیارشور', 'discount': '25'}, {'name': 'کلاسیک داگ', 'price': '110,000 تومان', 'primarythings': 'هات داگ90% گوشت رباط .نان خمیر ترش.پنیر چدار.گوجه.کاهو.خیارشور.سس مخصوص', 'discount': '0'}, {'name': 'ماشروم داگ', 'price': '135,000 تومان', 'primarythings': 'هات داگ90%رباط. قارچ وپنیر.نان خمیر ترش.پنیر چدار.گوجه.کاهو.خیارشور.سس مخصوص', 'discount': '0'}, {'name': 'نان سیر', 'price': '100,000 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'پنیر دیپ', 'price': '25,000 تومان', 'primarythings': '150گرم پنیر دیپ چدار', 'discount': '25'}, {'name': 'سیب زمینی', 'price': 'قیمت از 15,000 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'سینی مزه', 'price': '32,000 تومان', 'primarythings': 'سیر سوخاری، قارچ سوخاری، پیاز سوخاری، دیپ چیز، سس 2عدد، پنیر سوخاری', 'discount': '25'}, {'name': 'پنیر کبابی', 'price': '28,000 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'شنیسل مرغ با سیب زمینی', 'price': '45,000 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'سالاد سزارگریل', 'price': '130,000 تومان', 'primarythings': 'کاهو - گوجه گیلاسی - زیتون - پنیر پارمیسان - پنیر لاکتیکی - مرغ گریل شده - سس سزار (مناسب برای دو نفر)', 'discount': '25'}, {'name': 'سالاد تنورک', 'price': '90,000 تومان', 'primarythings': 'ژامبون مرغ - کاهو-ترب قرمز-ترب سفید-زیتون سیاه-نخود سبز-کلم قرمز- خیارسبز-هویج-گوجه-سس مخصوص (مناسب برای دو نفر)', 'discount': '25'}, {'name': 'سالاد کلم', 'price': '10,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سالاد سزار سوخاری', 'price': '150,000 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'سالاد ویژه', 'price': '34,000 تومان', 'primarythings': 'فیله سوخاری،خیار، هویج، کدو رشته،کاهو', 'discount': '25'}, {'name': 'استریپس', 'price': 'قیمت از 110,000 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'قارچ سوخاری', 'price': '65,000 تومان', 'primarythings': '', 'discount': '25'}, {'name': 'نوشابه', 'price': 'قیمت از 12,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'دوغ', 'price': 'قیمت از 8,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'دلستر', 'price': '14,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'آب معدنی', 'price': '4,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'نوشابه لیموناد', 'price': '20,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'اب کوچک', 'price': '4,000 تومان', 'primarythings': '', 'discount': '0'}]",ندارد,"ناهار شام
شنبه - 17:30:00 تا 01:30:00
یکشنبه - 17:30:00 تا 01:30:00
دوشنبه - 17:30:00 تا 01:30:00
سه شنبه - 17:30:00 تا 01:30:00
چهارشنبه - 17:30:00 تا 01:30:00
پنجشنبه - 17:30:00 تا 01:30:00
جمعه - 17:30:00 تا 01:30:00",گلشهر، خیابان امام خمینی، نرسیده به چهار راه نخل، روبروی خیابان اتوبوس رانی,"27.202245620599026,56.34585142135621"
2,فست فود قارچ کوچولو,4.3,"40 تا 70 دقیقه
میانگین زمان ارسال","[{'name': 'پیتزا اسپیشیال', 'price': '295,000 تومان', 'primarythings': 'خمیر پیتزای مخصوص، گو، سینه مرغ تکه ای، ژامبون گوشت، ژامبون مرغ، سسشت گوساله ریش ریش شده مخصوص، قارچ، ذرت، زیتون، فلفل دلمه ای، گوجه، پنیر پیتزا', 'discount': '0'}, {'name': 'پیتزا رست بیف', 'price': '215,000 تومان', 'primarythings': 'خمیر پیتزای مخصوص، گوشت گوساله ریش ریش شده، خامه، قارچ، ذرت، زیتون، فلفل دلمه، گوجه، پنیر پیتزا', 'discount': '0'}, {'name': 'بمب قارچ کوچولو', 'price': '395,000 تومان', 'primarythings': 'گوشت گوساله خلال شده-فیله مرغ-ژامبون مرغ-ژامبون گوشت-هات داگ-پپرونی-همبرگر-پنیر پیتزا-قارچ-ذرت-فلفل دلمه-زیتون', 'discount': '0'}, {'name': 'پیتزا ویژه', 'price': '265,000 تومان', 'primarythings': 'خمیر پیتزای مخصوص، گوشت گوساله ریش ریش شده، ژامبون گوشت، ژامبون مرغ، سس مخصوص، قارچ، ذرت، زیتون، فلفل دلمه، گوجه، پنیر پیتزا', 'discount': '0'}, {'name': 'پیتزا مخصوص', 'price': '200,000 تومان', 'primarythings': 'خمیر پیتزا مخصوص، گوشت چرخ شده مخلوط گوساله و گوسفندی، ژامبون گوشت، ژامبون مرغ، سس مخصوص، قارچ، زیتون، فلفل دلمه ای، گوجه، ذرت، پنیر پیتزا', 'discount': '5'}, {'name': 'پیتزا دو فصل', 'price': '245,000 تومان', 'primarythings': 'نصف پیتزای پپرونی، نصف به انتخاب شما', 'discount': '5'}, {'name': 'پیتزا گوشت و قارچ', 'price': '236,000 تومان', 'primarythings': 'خمیر پیتزای مخصوص، گوشت چرخ شده مخلوط گوساله و گوسفندی، خامه، سس مخصوص، قارچ، ذرت، زیتون، فلفل دلمه، گوجه، پنیر پیتزا', 'discount': '5'}, {'name': 'پیتزا مرغ و قارچ', 'price': '222,000 تومان', 'primarythings': 'خمیر پیتزای مخصوص، سینه مرغ تکه ای، سس مخصوص، قارچ، ذرت، زیتون، فلفل دلمه، گوجه، پنیر پیتزا', 'discount': '5'}, {'name': 'پیتزا مخلوط', 'price': '179,000 تومان', 'primarythings': 'خمیر پیتزای مخصوص، ژامبون گوشت، ژامبون مرغ، کوکتل، سس مخصوص، قارچ، ذرت، زیتون، فلفل دلمه، گوجه، پنیر پیتزا', 'discount': '5'}, {'name': 'پیتزا پپرونی تند', 'price': '222,000 تومان', 'primarythings': 'خمیر پیتزای مخصوص، پپرونی، سس چیلی، قارچ، ذرت، زیتون، فلفل دلمه، گوجه، پنیر پیتزا', 'discount': '5'}, {'name': 'پیتزا مکزیکی', 'price': '222,000 تومان', 'primarythings': 'خمیر پیتزای مخصوص، پپرونی، ژامبون گوشت، ژامبون مرغ، سس تند، قارچ، ذرت، زیتون، فلفل دلمه، گوجه، پنیر پیتزا', 'discount': '5'}, {'name': 'پیتزا شیکاگو', 'price': '254,000 تومان', 'primarythings': 'خمیر پیتزای مخصوص، گوشت چرخ شده مخلوط گوساله و گوسفندی، هات داگ گوشت، ژامبون گوشت، ژامبون مرغ، قارچ، ذرت، زیتون، فلفل دلمه، گوجه، پنیر پیتزا', 'discount': '5'}, {'name': 'پیتزا کباب ترکی', 'price': '120,000 تومان', 'primarythings': 'خمیر مخصوص-گوشت کباب ترکی-پنیر پیتزا-قارچ-زیتون-فلفل دلمه', 'discount': '5'}, {'name': 'پیتزا هاوایی', 'price': '220,000 تومان', 'primarythings': 'خمیر مخصوص-گوشت چرخکرده-ژامبون گوشت و مرغ- سس مخصوص-پنیر پیتزا-قارچ-ذرت-زیتون', 'discount': '5'}, {'name': 'پیتزا تاپینگ دلخواه', 'price': '270,000 تومان', 'primarythings': 'انتخاب مواد داخل پیتزا به انتخاب مشتری', 'discount': '5'}, {'name': 'پیتزا کالزونه', 'price': '198,000 تومان', 'primarythings': 'خمیر پیتزای مخصوص، برگر شرکتی90%، ژامبون گوشت، سس مخصوص، قارچ، ذرت، زیتون، فلفل دلمه، گوجه، پنیر پیتزا', 'discount': '5'}, {'name': 'پیتزای مخصوص سرآشپز', 'price': '300,000 تومان', 'primarythings': 'خمیر مخصوص-گوشت چرخکرده-همبرگر مخصوص-گوشت گوساله ریش شده-کباب ترکی-پنیرگودا-پنیر مخصوص-قارچ-فلفل دلمه-زیتون-ذرت-کنجد', 'discount': '5'}, {'name': 'رولین پیتزای گوشت', 'price': '190,000 تومان', 'primarythings': 'خمیر پیتزا، گوشت چرخ شده مخلوط گوساله و گوسفندی، ژامبون گوشت، پپرونی، سس مخصوص، قارچ، ذرت، زیتون، فلفل دلمه، گوجه، پنیر پیتزا', 'discount': '5'}, {'name': 'پیتزا کباب ترکی', 'price': '215,000 تومان', 'primarythings': 'خمیر پیتزای مخصوص، کباب ترکی گوشت گوساله مخصوص، سس مخصوص، قارچ، ذرت، زیتون، فلفل دلمه، گوجه، پنیر پیتزا', 'discount': '0'}, {'name': 'پیتزا میکس لاورز', 'price': '285,000 تومان', 'primarythings': 'خمیر مخصوص-گوشت گوساله ریش شده-فیله مرغ-دو عدد همبرگر-پنیر پیتزای ترکیبی-قارچ-فلفل دلمه-ذرت-زیتون', 'discount': '0'}, {'name': 'پیتزای سرآشپز', 'price': '300,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'هات داگ یکنفره', 'price': '55,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'قارچ و پنیر', 'price': '20,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سوپر هات داگ دو نفره', 'price': '145,000 تومان', 'primarythings': 'یک عدد هات داگ 70%، ژامبون گوشت، خلال سیب زمینی، قارچ و پنیر، گوجه، خیارشور، کاهو، نان باگت، به همراه دو عدد سس کچاپ و مایونز', 'discount': '0'}, {'name': 'هات رویال', 'price': '145,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سوپر هات داگ یک نفره', 'price': '95,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'هات داگ ویژه یک نفره', 'price': '70,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'هات داگ ویژه دو نفره', 'price': '100,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'ساندویچ هات داگ', 'price': '75,000 تومان', 'primarythings': 'هات داگ 55 درصد-خلال سیب زمینی-گوجه-کاهو-خیارشور', 'discount': '5'}, {'name': 'ساندویچ سوپرهات داگ', 'price': '98,000 تومان', 'primarythings': 'یک عدد هات داگ، خلال سیب زمینی، قارچ و پنیر، گوجه، خیارشور، کاهو، نان باگت، به همراه دو عدد سس کچاپ و مایونز', 'discount': '5'}, {'name': 'هات داگ دو نفره', 'price': '80,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'همبرگر مخصوص', 'price': '85,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'ماشروم برگر', 'price': '115,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'چیز برگر', 'price': '95,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'دوبل برگر', 'price': '112,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'دوبل چیز برگر', 'price': '142,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'رویال برگر', 'price': '110,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'همبرگر مخصوص', 'price': '102,000 تومان', 'primarythings': 'یک عدد برگر شرکتی 90%، سس مخصوص، گوجه، کاهو، خیارشور، نان گرد، به همراه سس کچاپ و مایونز', 'discount': '5'}, {'name': 'دوبل برگر', 'price': '134,000 تومان', 'primarythings': 'دو عدد برگر شرکتی90%، یک ورق پنیر گودا، سس مخصوص، گوجه، کاهو، خیارشور، نان گرد، به همراه سس کچاپ و مایونز', 'discount': '5'}, {'name': 'دوبل چیز برگر', 'price': '168,000 تومان', 'primarythings': 'دو عدد برگر شرکتی 90%، یک ورق پنیر گودا، قارچ و پنیر، سس مخصوص، گوجه، کاهو، خیارشور، نان گرد، به همراه سس کچاپ و مایونز', 'discount': '5'}, {'name': 'چیز برگر', 'price': '114,000 تومان', 'primarythings': 'یک عدد برگر شرکتی 90%، یک ورق پنیر گودا، گوجه، کاهو، خیارشور، نان گرد، به همراه سس کچاپ و مایونز', 'discount': '5'}, {'name': 'ماشروم برگر', 'price': '138,000 تومان', 'primarythings': 'یک عدد برگر شرکتی 90%، قارچ و پنیر، گوجه، کاهو، خیارشور، نان گرد، به همراه سس کچاپ و مایونز', 'discount': '5'}, {'name': 'رویال برگر', 'price': '132,000 تومان', 'primarythings': 'یک عدد برگر شرکتی 90%، یک ورق پنیر گودا، ژامبون گوشت 90%، گوجه، کاهو، خیارشور، نان گرد، به همراه سس کچاپ و مایونز', 'discount': '5'}, {'name': 'سوسیس بندری', 'price': '85,000 تومان', 'primarythings': 'سوسیس بندری-قارچ-پنیر-خیارشور-گوجه-کاهو', 'discount': '5'}, {'name': 'ساندویچ غول قارچ کوچولو', 'price': '140,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'ساندویچ بمب قارچ کوچولو', 'price': '120,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'ساندویچ میکس شب', 'price': '85,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'ساندویچ چیکن', 'price': '95,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'ساندویچ مرغ', 'price': '85,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'ساندویچ ژامبون', 'price': '55,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'ساندویچ بندری یکنفره', 'price': '55,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'قارچ و پنیر', 'price': '20,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'ساندویچ چگوارا', 'price': '155,000 تومان', 'primarythings': 'فیله مرغ-ژامبون گوشت 90%-هات داگ-رست بیف-قارچ و پنیر-کاهو-خیارشور-گوجه', 'discount': '5'}, {'name': 'ساندویچ چگوارا', 'price': '135,000 تومان', 'primarythings': 'هات داگ-ژامبون_فیله مرغ-گوشت-پنیر-قارچ-کاهو-خیارشور-گوجه', 'discount': '5'}, {'name': 'ساندویچ میکس لاورز', 'price': '155,000 تومان', 'primarythings': 'برگر-فیله مرغ-رست بیف-قارچ و پنیر-گوجه-کاهو-خیارشور', 'discount': '5'}, {'name': 'ساندویچ بندری دو نفره', 'price': '85,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'ساندویچ چیکن', 'price': 'قیمت از 104,500 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'ساندویچ استیک', 'price': 'قیمت از 93,100 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'ساندویچ ژامبون', 'price': 'قیمت از 61,750 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'ساندویچ غول قارچ کوچولو', 'price': '160,000 تومان', 'primarythings': 'گوشت برگر گریل شده-ژامبون گوشت-هات داگ-قارچ-پنیر پیتزا-خلال سیب زمینی-گوجه-کاهو-خیارشور', 'discount': '5'}, {'name': 'ساندویچ بمب قارچ کوچولو', 'price': '140,000 تومان', 'primarythings': 'سینه مرغ گریل شده-گوشت برگر گریل شده-قارچ-پنیر پیتزا-خلال سیب زمینی-گوجه-کاهو-خیارشور', 'discount': '5'}, {'name': 'ساندویچ میکس لاورز', 'price': '178,000 تومان', 'primarythings': 'فیله مرغ-برگر مخصوص-رست بیف-سس مخصوص-قارچ و پنیر-خیارشور-گوجه-کاهو', 'discount': '5'}, {'name': 'سیب زمینی سرخ شده کوچک', 'price': '65,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سیب زمینی سرخ شده بزرگ', 'price': '100,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سیب زمینی پنیری کوچک', 'price': '85,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سیب زمینی پنیری بزرگ', 'price': '130,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سیب زمینی پنیر ژامبون قارچ کوچک', 'price': '100,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سیب زمینی پنیر ژامبون قارچ بزرگ', 'price': '150,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سالاد سزار', 'price': '80,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'قارچ سوخاری', 'price': '65,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'قارچ سوخاری', 'price': '75,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سیب زمینی سرخ شده', 'price': '70,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'سیب زمینی پنیری', 'price': '100,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'سیب زمینی-پنیر پیتزا-ژامبون-قارچ', 'price': '150,000 تومان', 'primarythings': '', 'discount': '5'}, {'name': 'نوشابه', 'price': 'قیمت از 15,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'آب معدنی', 'price': 'قیمت از 5,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'دوغ', 'price': 'قیمت از 15,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'لیموناد شیشه ای', 'price': '15,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'دوغ لیوانی', 'price': '10,000 تومان', 'primarythings': '', 'discount': '0'}]",ندارد,"ناهار شام
شنبه 13:00:00 تا 18:00:00 18:01:00 تا 01:30:00
یکشنبه 13:00:00 تا 18:00:00 18:01:00 تا 01:30:00
دوشنبه 13:00:00 تا 18:00:00 18:01:00 تا 01:30:00
سه شنبه 13:00:00 تا 18:00:00 18:01:00 تا 01:30:00
چهارشنبه 13:00:00 تا 18:00:00 18:01:00 تا 01:30:00
پنجشنبه 13:00:00 تا 18:00:00 18:01:00 تا 01:30:00
جمعه 13:00:00 تا 18:00:00 18:01:00 تا 01:30:00",چهار راه داماهی، گوهران13,"27.208772301318362,56.34294390678406"
3,آشپزخانه شاد,2.7,"20 تا 35 دقیقه
میانگین زمان ارسال","[{'name': 'چلو خورشت', 'price': '12,600 تومان', 'primarythings': '', 'discount': '10'}, {'name': 'چلو مرغ سرخ شده', 'price': '19,000 تومان', 'primarythings': '', 'discount': '10'}, {'name': 'استانبولی پلو', 'price': '12,000 تومان', 'primarythings': '', 'discount': '10'}, {'name': 'چلو جوجه', 'price': 'قیمت از 12,600 تومان', 'primarythings': '', 'discount': '10'}, {'name': 'چلو کباب کوبیده', 'price': '22,000 تومان', 'primarythings': '3سیخ', 'discount': '10'}, {'name': 'چلو کباب نگینی', 'price': '28,000 تومان', 'primarythings': '', 'discount': '10'}, {'name': 'چلو کباب بناب', 'price': '28,000 تومان', 'primarythings': '', 'discount': '10'}, {'name': 'خوراک جوجه', 'price': 'قیمت از 9,000 تومان', 'primarythings': '', 'discount': '10'}, {'name': 'خوراک بختیاری', 'price': '20,000 تومان', 'primarythings': '', 'discount': '10'}, {'name': 'خوراک کوبیده', 'price': '12,000 تومان', 'primarythings': '3 سیخ', 'discount': '10'}, {'name': 'خوراک کباب نگینی', 'price': '19,000 تومان', 'primarythings': '', 'discount': '10'}, {'name': 'سالاد', 'price': 'قیمت از 5,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'ترشی', 'price': '3,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'زیتون', 'price': '5,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'نوشابه', 'price': 'قیمت از 3,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'دوغ', 'price': '7,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'دلستر', 'price': 'قیمت از 3,500 تومان', 'primarythings': '', 'discount': '0'}]",دارد (ارسال با آژانس),"ناهار شام
شنبه - 11:00:00 تا 16:00:00
یکشنبه - 11:00:00 تا 16:00:00
دوشنبه - 11:00:00 تا 16:00:00
سه شنبه - 11:00:00 تا 16:00:00
چهارشنبه - 11:00:00 تا 16:00:00
پنجشنبه - 11:00:00 تا 16:00:00
جمعه - 11:00:00 تا 16:00:00",داماهی گوهران 15، نبش ایرانیت شمالی,"27.210403911779995,56.3435447216034"
